City,Datetime,Text,BERT_Score
Canberra,2020-01-31 10:50:12+00:00,"An acquaintance of mine in #Wuhan just posted this picture her daughter drew of her family on WeChat. Many others are complaining of being bored out of their brains, cooped up in their apartments. Boardgames are getting a workout. #coronavirus #CoronavirusOutbreak #WuhanVirus https://t.co/HelTZHsU9T",5
Canberra,2020-02-01 06:16:42+00:00,BREAKING: Chinese tourists will no longer be permitted to enter Aust due to increasing Coronavirus threat. Aust citizens in China will be allowed to return home but must self isolate for 14 days -travel advice has also been updated to Do Not Travel to all of China  #7NEWS #auspol,1
Canberra,2020-02-01 08:45:39+00:00,"Travel advice from the Federal Government:

Effective immediately, foreign nationals (exc PRs), who are in mainland China from today onward, will not be allowed to enter Australia for 14 days from the time they have left or transited through mainland China. 

#auspol #coronavirus",1
Canberra,2020-02-01 18:53:59+00:00,Shouldn’t curse but you have made so many to curse you and your government-May your child and IK children be infected with coronavirus- then we will see how you come up with such sermons- idiot https://t.co/DiZxUhWlff,1
Canberra,2020-02-02 06:10:59+00:00,"Coronavirus evacuees avoid $1,000 charge for flight from China after Federal Government backs down https://t.co/GjXQkIu2h8 via @abcnews",1
Canberra,2020-02-02 06:28:33+00:00,"Australians told not to travel to mainland China due to coronavirus threat, border restrictions tightened considerably https://t.co/pP4n5PM6u3 via @abcnews",1
Canberra,2020-02-02 20:43:38+00:00,"Finance Minister Mathias Cormann says the Coronavirus, stopping flights from China, will have a “significant negative impact to the economy” #auspol",1
Canberra,2020-02-03 03:13:06+00:00,"What 99% of Chinese know and not mentioned -- the meaning of the name of the hospital, literally, Mountain of the God of Fire. Hopefully, it will help us win the battle.  BBC News - Coronavirus: The hospital built in a matter of days https://t.co/enWOsZmw8x",5
Canberra,2020-02-03 08:13:18+00:00,"#QF6032 touches down at Learmonth, WA from Wuhan. 7.09pm. All Australians on board heading to quarantine on Christmas Island. #coronavirus #ChristmasIsland https://t.co/sVuLeHTKSo",1
Canberra,2020-02-03 08:55:44+00:00,Please don’t put these #MarriedAtFirstSight scientists. in charge of the experiments to find the cure for #coronavirus,1
Canberra,2020-02-03 20:04:06+00:00,"243 Indonesians from Hubei Province, China, are undergoing a period of observation in Natuna.  Thank you to all those involved in evacuating Indonesian citizens from areas affected by the coronavirus outbreak as well as the Natuna community. 🙏🏼 
#IndonesianWay #NegaraMelindungi https://t.co/xichXSsdtc",1
Canberra,2020-02-04 04:46:20+00:00,เดือนมกราที่ผ่านมามีเหตุการณ์ที่สำคัญเกิดขึ้นคือ ไฟไหม้ป่าใกล้บ้าน เปิดมลพิษทางอากาศจนต้องปิดร้านในบางวัน ลูกเห็บตกใส่รถเสียหายทั้งคัน แล้วก็มี #coronavirus กำลังระบาดกระทบธุรกิจอีก เดือนกุมภาหวังว่าจะมีอะไรดีขึ้นบ้างนะ 😰,5
Canberra,2020-02-04 20:41:57+00:00,"So, finally received my first abusive, racist email about the #coronavirus from a crazy overnight. To be fair, it isn’t as expletive-filled as others I’ve previously received. 

Took em a while tho! 🤣",3
Canberra,2020-02-05 03:48:25+00:00,Health minister @GregHuntMP confirms two Australians on a Japanese cruise ship have tested positive for the new Coronavirus. “They will be provided medical assistance and... will be given passage to an appropriate medical facility in Japan.” #qt,1
Canberra,2020-02-05 03:52:03+00:00,Novel coronavirus: A message to Australian nurses https://t.co/Bt4r3d3uEq,5
Canberra,2020-02-05 05:51:44+00:00,Dr Bartone is speaking with @9NewsMelb about how to identify symptoms of coronavirus and general information on how to protect yourself @amapresident #coronavirus https://t.co/72CqlVziX1,4
Canberra,2020-02-05 09:50:50+00:00,"Some perspective on what happens to the Australian Government response if @WHO declares a pandemic #auspol @GavinDFernando @Usyd_ssps 
https://t.co/UuEiSPRHUX",1
Canberra,2020-02-05 15:07:23+00:00,We Made the Coronavirus Epidemic https://t.co/t2sxFraF87,5
Canberra,2020-02-06 21:37:24+00:00,Dr li Wenliang tried WARNING about #coronavirus but he was shut down by Chinese government forces to sign shut up waiver. There's plenty of parralells when experts were WARNING LNP about the fires starting with government 2008 commissioned report of Ross Garnett on climate change https://t.co/bgj7Rd3jmG,1
Canberra,2020-02-07 01:17:21+00:00,@MadFckingWitch Millions of Australians could die from #coronavirus because government keeps secrets from citizens on how crisis is unfolding (as per Chinese goverment has already done),1
Canberra,2020-02-07 03:21:23+00:00,"BBC’s China correspondent cutting loose. I’m seeing a lot of anger on social media from my #Wuhan contacts. The death of #Coronavirus whistleblower Dr Li Wenliang seems to have been a tipping point. References to “our country’s shame.” Etc. Astonishingly, even from Party members. https://t.co/62wCy9urwT",1
Canberra,2020-02-07 05:27:47+00:00,"Julie Bishop takes over ANU as university contends with toxic smoke, hail and coronavirus https://t.co/jArLv4C0fa via @abcnews",1
Canberra,2020-02-07 06:21:52+00:00,"@StandSouth Only a temp ban at the moment, and only due to Coronavirus. But yes the biggsest demand for things like tiger meat comes from the rich and powerful",1
Canberra,2020-02-08 08:16:55+00:00,**Sound On** This was one of the most enjoyable taxi rides I’ve ever had. He serenaded me from one end of #Wuhan to the other. We both sang some Backstreet Boys after this one. I do wonder how on earth he and other taxi drivers are surviving during the #coronavirus lockdown. https://t.co/MvRm4RUGsX,5
Canberra,2020-02-08 08:16:55+00:00,**Sound On** This was one of the most enjoyable taxi rides I’ve ever had. He serenaded me from one end of #Wuhan to the other. We both sang some Backstreet Boys after this one. I do wonder how on earth he and other taxi drivers are surviving during the #coronavirus lockdown. https://t.co/MvRm4RUGsX,5
Canberra,2020-02-08 09:30:22+00:00,"I’m seeing quite a few #Wuhan born and bred “netizens” on Chinese social media, including Party rank and file, who are genuinely angry with government authorities. Not sure the whole “foreign entities” line will do much to assuage their anger this time around... #coronavirus https://t.co/fLPyPGTTQf",2
Canberra,2020-02-09 01:11:14+00:00,"@murpharoo @InsidersABC @SenatorWong Perfect storm for FAIL in economy #coronavirus 
#bushfirerecovery and economic suicide with #LNPirrationalonclimatechange  https://t.co/qB5SLMqskb",1
Canberra,2020-02-09 13:12:11+00:00,"Dressed in my best Sunday casual at @Aust_Parliament Press Gallery for #TheFrontPage with WA gal pal @GemmaTognini!! Talking Jokowi’s visit to Aus, Coronavirus &amp; a bunch of other important news with @scottemerson &amp; @TheCalebBond #auspol @PerthUSAsia https://t.co/sA1XnGlcxK",5
Canberra,2020-02-10 23:26:23+00:00,A @DeptDefence delegation is scheduled to attend the @SGAirshow which opens today despite thousands of delegates pulling out over Coronavirus fears. Defence insists the situation “is being closely monitored and appropriate mitigation action will be taken if required”,3
Canberra,2020-02-11 02:05:39+00:00,Another patient on Christmas Island is being tested for Coronavirus. The person has been isolated. #auspol,1
Canberra,2020-02-11 03:05:32+00:00,"@GregHuntMP: We acknowledge the hardships and difficult times of Chinese-Australians in the community. 

While Brendan Murphy seconded it by saying that it is who have come from China &amp; not about racial background. 

#coronavirus #coronavirusaustralia #CoronavirusOutbreak #auspol https://t.co/g2qDPikw1A",2
Canberra,2020-02-11 04:22:22+00:00,While hundreds of factories are closed across China due to #coronavirus one factory owner reflects on his successful employment strategy... https://t.co/lblyKc8qEg,1
Canberra,2020-02-12 02:22:21+00:00,"Coronavirus update: 44,654 confirmed cases worldwide and 1112 deaths. Still 15 confirmed cases in Australia. #auspol @theheraldsun",1
Canberra,2020-02-13 22:32:17+00:00,Disturbed by reports of discrimination against Asians in our community. Proud of @ourANU for their strong stance against this. #VirusesDontDiscriminate #SayNoToRacism #SolidarityWithChineseStudents #Kindness #coronavirus #COVID19 https://t.co/tD6JKsq0DZ,1
Canberra,2020-02-13 22:32:17+00:00,Disturbed by reports of discrimination against Asians in our community. Proud of @ourANU for their strong stance against this. #VirusesDontDiscriminate #SayNoToRacism #SolidarityWithChineseStudents #Kindness #coronavirus #COVID19 https://t.co/tD6JKsq0DZ,1
Canberra,2020-02-15 04:12:59+00:00,"#ScottyFromMarketting should have done the same for the Australian citizens but the lack of leadership is evident. Now, I bet our government will follow suit, better late than never.  #COVID19 #coronavirus #diamondprinces https://t.co/YPh0L0PfHq",2
Canberra,2020-02-15 04:12:59+00:00,"#ScottyFromMarketting should have done the same for the Australian citizens but the lack of leadership is evident. Now, I bet our government will follow suit, better late than never.  #COVID19 #coronavirus #diamondprinces https://t.co/YPh0L0PfHq",2
Canberra,2020-02-17 14:38:54+00:00,"""Several Australians among at least 454 people diagnosed with coronavirus on cruise ship quarantined in Japan""  https://t.co/c31lrXGhAh",1
Canberra,2020-02-18 09:32:02+00:00,#genomicstwitter - what does the pangolins outgroup mean from public healt perspective because the diversion seems large!? 👇🏽 Have there been other sources that have been tested? #COVID19 https://t.co/ri57uGvMeF,3
Canberra,2020-02-18 09:36:37+00:00,Other reasons on why #outbreaks matter - impact on global trade - between #COVID19 &amp; #africanswineflu - its been rough period for many others. https://t.co/Y58fFSJZJO,2
Canberra,2020-02-18 09:38:29+00:00,BREAKING: 36 Australians from the Diamond Princess cruise ship are now confirmed to have contracted the novel coronavirus. @theheraldsun,1
Canberra,2020-02-18 09:52:10+00:00,Oh great. This is what we needed (not) just as our region tackles measles and #COVID19 on top of routine health system needs. https://t.co/Rail3SBlsh,5
Canberra,2020-02-18 23:15:26+00:00,#coronavirus has killed over two thousand lives in China until 19th Feb. https://t.co/6fiVUYlley,1
Canberra,2020-02-19 09:23:10+00:00,A local government in Hubei declares medical staff is not allowed to take media interview. #coronavirus in China. https://t.co/3eltVn2IUH,1
Canberra,2020-02-19 11:43:52+00:00,Using an observing system for IPC &amp; using #ArtificialIntelligence for controlling nosocomial infection of the #COVID19 outbreak and other acute infectious diseases. Great idea - human resource intensive but wonder if #AI can really help. https://t.co/IAPQvTlCl5,4
Canberra,2020-02-20 13:09:52+00:00,80 of 183 member states have travel restrictions on China or countries with cases. #COVID19 fears. I've been silently wondering what will happen if Aid is needed in some of these places. https://t.co/6tF046EouP,1
Canberra,2020-02-21 01:32:45+00:00,"The #coronavirus infected 27 people in a prison (十里丰监狱) in Zhejiang Province, China. https://t.co/iHxAxTGEMy",1
Canberra,2020-02-21 02:55:50+00:00,#BreakingNews A prison in Shandong Province reported 200 #coronavirus infection today. https://t.co/qimc61xm7D,1
Canberra,2020-02-21 07:41:10+00:00,"""South Korea becomes most infected country outside China for coronavirus as cases spike""  https://t.co/YH7cMkWvkK",1
Canberra,2020-02-22 00:09:08+00:00,The way that China stops and arrests a #coronavirus suspect on the road. https://t.co/IlQUHkH1FQ,5
Canberra,2020-02-22 03:50:05+00:00,How long before it can be #WHO pre-qualified ? Point of care tests can be critical for #COVID19 outbreak control. https://t.co/4QmvWAlP9m,4
Canberra,2020-02-22 03:56:31+00:00,"Our money-oriented government finally forsook people's health. Please reconsider it, given the example of Korea and Japan, don't believe the data provided by Chinese régime. @ScottMorrisonMP @PeterDutton_MP @GregHuntMP #coronavirus https://t.co/Zky4l2YUTm",1
Canberra,2020-02-22 23:53:22+00:00,"""Fears of a global coronavirus pandemic as cases of reported infections surge""  https://t.co/xEOOR4L70c",1
Canberra,2020-02-22 23:53:22+00:00,"""Fears of a global coronavirus pandemic as cases of reported infections surge""  https://t.co/xEOOR4L70c",1
Canberra,2020-02-23 04:24:36+00:00,"Coronavirus - how to avoid : so not attend nass gatherings, do not eat foreign food or drink. Canberra - hold my beer it's the @NatMultiFest #havefun #nomasksrequired vikingolly69 @ Canberra City https://t.co/U9PX1UcfQv",1
Canberra,2020-02-23 05:01:45+00:00,"The customers have to wait longer. The impacts ranges from car parts to furtinure, from lobster to digger, from pet shop to board game.

The coronavirus outbreak that has hobbled China's economy is interrupting supply chains all over the world https://t.co/dwbDNPhYUa #coronavirus",1
Canberra,2020-02-23 05:55:04+00:00,"Coronavirus update from Vic CHO: “with local transmission in several countries that a pandemic is very likely, if not inevitable.” @akfrost_ https://t.co/4hLX8Kei3y",3
Canberra,2020-02-23 05:55:04+00:00,"Coronavirus update from Vic CHO: “with local transmission in several countries that a pandemic is very likely, if not inevitable.” @akfrost_ https://t.co/4hLX8Kei3y",3
Canberra,2020-02-23 12:18:34+00:00,https://t.co/sjIxawVT82 South Korea raises alert to highest level as coronavirus cases jump,1
Canberra,2020-02-23 13:25:10+00:00,"#SouthKorea said Sunday it will postpone the new school year, set to start next month, as part of efforts to tackle the #coronavirus after the number of patients surged to more than 600.
https://t.co/0DmFZl6wcr",1
Canberra,2020-02-23 14:46:24+00:00,A woman was stripped off because she tried to breach the #coronavirus quarantine barrier. https://t.co/yNM8EdtC1c,1
Canberra,2020-02-23 20:00:07+00:00,The chance of stopping #coronavirus pandemic is dwindling.,2
Canberra,2020-02-23 20:00:07+00:00,The chance of stopping #coronavirus pandemic is dwindling.,2
Canberra,2020-02-24 04:14:35+00:00,22 confirmed cases of coronavirus in Aus so far. Four of those are in Victoria and seven were linked with Diamond Princess cruise evacuation. Senator Cash says Australia has been early in preparing for a “potential pandemic”. @theheraldsun #senateqt,1
Canberra,2020-02-24 04:14:35+00:00,22 confirmed cases of coronavirus in Aus so far. Four of those are in Victoria and seven were linked with Diamond Princess cruise evacuation. Senator Cash says Australia has been early in preparing for a “potential pandemic”. @theheraldsun #senateqt,1
Canberra,2020-02-24 10:56:50+00:00,FFS Hamish this is about coronavirus not a debate on the Chinese system of government. You took us down a dead end. #qanda,1
Canberra,2020-02-24 11:49:39+00:00,Was the Chinese deputy head of mission invited on to talk about coronavirus? If so he has learned a valuable lesson about duplicitous media. #qanda,3
Canberra,2020-02-25 01:50:53+00:00,PM: truth is no great risk at this time of human transmission of coronavirus in Australia #auspol,1
Canberra,2020-02-25 01:52:11+00:00,Morrison also acknowledges impact of #coronavirus on world economy/trade. “This impact is putting up walls and blockages ... between countries” #auspol,1
Canberra,2020-02-25 01:54:36+00:00,"PM, health minister, treasurer and chief health officer speaking on the #coronavirus. PM says Australia is not immune to impacts of the virus, thanks the 40,000 Aussies who had self isolated so far. @theheraldsun https://t.co/Fgyd54gs6G",1
Canberra,2020-02-25 01:55:36+00:00,Treasurer @JoshFrydenberg says economic impact of #coronavirus was major focus of G20 meeting this week. IMF has forecast global growth  will be .1% lower than expected as a result of the disease @dailytelegraph,1
Canberra,2020-02-25 01:57:05+00:00,"Health Minister @GregHuntMP says of the 15 confirmed #coronavirus cases in general Australian population, all have now been cleared. @dailytelegraph",1
Canberra,2020-02-25 01:59:55+00:00,"Chief Health Officer Professor Brendan Murphy says areas for concern globally are South Korea, Japan, Italy and Iran. “Those developments are of concern to us” #coronavirus",3
Canberra,2020-02-25 02:00:37+00:00,Prof Murphy said inside China has been a slowing of rates outside Hubei which shows some containment measures are being effective #coronavirus,2
Canberra,2020-02-25 02:01:02+00:00,"Chief medical officer Professor Brendan Murphy says the developments in Korea, Italy, Japan and Iran were of increasing concern for Australia. He said those outbreaks were the main focus at the moment. “If there is a global pandemic, we will be prepared.”",4
Canberra,2020-02-25 02:01:38+00:00,PM Morrison: we have no advice from experts to suggest (travel bans on other countries) are needed at this time #coronavirus #auspol,1
Canberra,2020-02-25 02:04:29+00:00,"PM @ScottMorrisonMP: “more than 30,000 people have returned to Aus since the 1st of February and the self-isolation process has worked very effectively ... that gives me a lot of encouragement about the common sense of Australians and how seriously they're taking it” #coronavirus",5
Canberra,2020-02-25 02:05:39+00:00,Treasurer Josh Frydenberg says the impact on the Australian economy of the coronavirus outbreak would be bigger than that of the Black Summer bushfires.,3
Canberra,2020-02-25 02:07:48+00:00,"PM on economic impact of #coronavirus: “speculation doesn't help anybody. Information and facts do ... We've got a process that we're working through to consider the economic impacts, but also to continue to look at those ways that we can seek to alleviate some of those impacts.”",2
Canberra,2020-02-25 02:10:09+00:00,"On impact of #coronavirus on the Tokyo Olympics, CMO Prof Brendan Murphy says “I think it's too early to predict.” #auspol",2
Canberra,2020-02-25 02:11:52+00:00,"Was this press conference supposed to reassure people?  Markets?
#auspol #coronavirus",1
Canberra,2020-02-25 02:12:49+00:00,"PM @ScottMorrisonMP says #coronavirus transmission rate is very high, while mortality rate compared to SARS, MERS is a “lot lot lower” but it’s still more than the flu - all things the Govt would consider if disease becomes a pandemic #auspol @dailytelegraph",3
Canberra,2020-02-25 02:12:49+00:00,"PM @ScottMorrisonMP says #coronavirus transmission rate is very high, while mortality rate compared to SARS, MERS is a “lot lot lower” but it’s still more than the flu - all things the Govt would consider if disease becomes a pandemic #auspol @dailytelegraph",3
Canberra,2020-02-25 03:11:08+00:00,@ScottMorrisonMP tells #qt Australia is well positioned to deal with the economic effects of coronavirus and the bushfire crisis. “We are not immune but we are well prepared.” @politicsabc #auspol,4
Canberra,2020-02-25 03:45:51+00:00,"The Health Minister @GregHuntMP tells #qt the number of confirmed coronavirus cases has exceeded 80,000 globally, and that there have been significant spikes in places like Japan, South Korea and Northern Italy. @politicsabc #auspol",1
Canberra,2020-02-25 19:52:44+00:00,As #coronavirus starts to impact #businesscontinuity it will drive spike in need for #telecommuting as a quarantine riskmgt tool. Is your business ready? #DigitalStrategy https://t.co/bKvljV97i6,5
Canberra,2020-02-25 21:17:55+00:00,Early morning breakfast at Parliament House with MPs to discuss Coronavirus and CSIROs work in this important area that we are doing with our partners and collaborators @CSIRO @DrLarryMarshall @karenandrewsmp https://t.co/fcNnPomAdu,5
Canberra,2020-02-25 22:21:29+00:00,IMF says “uncertainties too great to permit reliable forecasting” re the Chinese economy under COVID19 reports @JustinWolfers at #uaconf2020,2
Canberra,2020-02-25 22:30:20+00:00,It breaks my heart to learn that #CoronaVirus has hit the shore of #Italy 🇮🇹. #Italia siamo con te ❤️💚 #PrayForItaly https://t.co/KVexFuciHb LH,1
Canberra,2020-02-26 00:48:20+00:00,"Impressive keynote addresses from @JustinWolfers on the economic outlook for universities including the short and long-term impacts of coronavirus, and The Hon Michael Kirby AC CMG with his strong intellectual take on societal needs #uaconf2020 https://t.co/uc9AVxSrHI",5
Canberra,2020-02-26 03:57:34+00:00,Useful background to #COVID19 #coronavirus https://t.co/1QUwp27Kd8,4
Canberra,2020-02-26 03:57:34+00:00,Useful background to #COVID19 #coronavirus https://t.co/1QUwp27Kd8,4
Canberra,2020-02-26 06:38:14+00:00,Chuffed to receive my copy of @OUPPolitics “Oxford Handbook of Global Health Politics” which includes timely chapters on #pandemic #flu &amp; another on militaries in health emergencies (w @FLSiii). Hopefully we won’t need either w #COVID19 https://t.co/Mv3bHLYBNR,1
Canberra,2020-02-26 06:38:14+00:00,Chuffed to receive my copy of @OUPPolitics “Oxford Handbook of Global Health Politics” which includes timely chapters on #pandemic #flu &amp; another on militaries in health emergencies (w @FLSiii). Hopefully we won’t need either w #COVID19 https://t.co/Mv3bHLYBNR,1
Canberra,2020-02-26 09:52:38+00:00,Breaking: 19 people have now died in Iran with 139 others infected as the Coronavirus spreads across the Middle East #7NEWS #auspol,1
Canberra,2020-02-26 12:25:08+00:00,SPEED is EVERYTHING #COVID19 https://t.co/irN3oc5nmC,5
Canberra,2020-02-26 22:13:52+00:00,"Top 5 stories on Business Insider AUS today all about impact of coronavirus - 40 countries &amp; critical week to contain the spread, approaching pandemic level, stocks plummeting &amp; supply shortages.

Experienced the shortage of hand sanitiser last night at Coles. Shelves were bare. https://t.co/saCyMR3PPL",1
Canberra,2020-02-26 22:13:52+00:00,"Top 5 stories on Business Insider AUS today all about impact of coronavirus - 40 countries &amp; critical week to contain the spread, approaching pandemic level, stocks plummeting &amp; supply shortages.

Experienced the shortage of hand sanitiser last night at Coles. Shelves were bare. https://t.co/saCyMR3PPL",1
Canberra,2020-02-27 04:52:50+00:00,#BREAKING PM @ScottMorrisonMP says he’s tasked Health and Education ministers to engage with their state counterparts in preparation for expected #coronavirus pandemic declaration @dailytelegraph,1
Canberra,2020-02-27 04:52:50+00:00,#BREAKING PM @ScottMorrisonMP says he’s tasked Health and Education ministers to engage with their state counterparts in preparation for expected #coronavirus pandemic declaration @dailytelegraph,1
Canberra,2020-02-27 04:54:30+00:00,"“You can still go to the football” says PM @ScottMorrisonMP, indicating Aus not headed toward closure of large public events in this next phase of #coronavirus response",1
Canberra,2020-02-27 04:56:16+00:00,"PM Morrison says he’s aware of “Impact of supply chain breakdowns” as movement of global import and exports stalls due to #coronavirus “we are not immune to this, but we are well prepared” #auspol",4
Canberra,2020-02-27 04:58:22+00:00,"Health Minister Greg Hunt says outbreaks in South Korea, Japan, Iran and northern Italy this week were all of concern, and now #coronavirus is spreading further, with 4 continents having “first in country” cases confirmed, which is “very significant” #auspol",1
Canberra,2020-02-27 05:10:58+00:00,Australia’s PM announces #China #travelban will continue for another week to prevent risk of further #COVID19 cases. Also announces Australia is operating like a pandemic is already underway. #auspol @WHOWPRO,1
Canberra,2020-02-27 05:10:58+00:00,Australia’s PM announces #China #travelban will continue for another week to prevent risk of further #COVID19 cases. Also announces Australia is operating like a pandemic is already underway. #auspol @WHOWPRO,1
Canberra,2020-02-27 06:16:49+00:00,"Some perspective on Australia’s preparedness for #COVID19 
#auspol @abcnews @Usyd_ssps 

https://t.co/85V1pjXADL #Fonodio via @@fonodioradio",4
Canberra,2020-02-27 06:21:34+00:00,Hey @ScottMorrisonMP Instead of just telling *that* you have initiated an emergency Coronavirus response plan how about telling us what that plan involves. For us. Or is it just an evacuation plan for your faithful happy clappers?,1
Canberra,2020-02-27 10:29:34+00:00,"Drive through Covid19 clinics. How to handle large numbers of people wanting diagnosis &amp; treatment without risking exposing them to each other.
@RachelSS_MLA @ACTHealth @NSWHealth @GregHuntMP #COVID19 #coronavirus #coronavirusaustralia https://t.co/h2HiS6igao",5
Canberra,2020-02-27 10:29:34+00:00,"Drive through Covid19 clinics. How to handle large numbers of people wanting diagnosis &amp; treatment without risking exposing them to each other.
@RachelSS_MLA @ACTHealth @NSWHealth @GregHuntMP #COVID19 #coronavirus #coronavirusaustralia https://t.co/h2HiS6igao",5
Canberra,2020-02-27 19:44:36+00:00,"@washingtonpost Trump: ""Only I can cure this terrible disease. That's right, ME. So if you catch coronavirus, the best thing to do is attend one of my enormous rallies. I do the best rallies. Come along and share your love of Trump with your like minded friends.""",1
Canberra,2020-02-27 21:44:40+00:00,"@HChristinaR Yep, which is why they are so worried in the US because of the hugely casualised workforce. People (customers) will work out that the more casualised a workforce is the less safe it will be to visit in a pandemic. It’s a tragic reminder of the importance of unions &amp; sick leave.",1
Canberra,2020-02-28 02:45:40+00:00,@realDonaldTrump @CNN @trish_regan @FoxNews Perhaps justifiably considering you fired the entire pandemic response team. Just saying... #TrumpVirus,1
Canberra,2020-02-28 03:21:11+00:00,Some further good news in fight against #COVID19 -&gt; #GISAID has just released the full sequence for #korean coronavirus which includes some great data from isolates. It’s this kind of data sharing that will see this virus defeated! https://t.co/iEAsfdI7EP,4
Canberra,2020-02-28 03:21:11+00:00,Some further good news in fight against #COVID19 -&gt; #GISAID has just released the full sequence for #korean coronavirus which includes some great data from isolates. It’s this kind of data sharing that will see this virus defeated! https://t.co/iEAsfdI7EP,4
Canberra,2020-02-28 07:26:40+00:00,@realDonaldTrump Closed borders? I managed to recently fly in and out without any problem whatsoever? Perhaps firing the entire pandemic response team was not your best ever decision... #Trump #WTF #TrumpVirus,1
Canberra,2020-02-28 07:56:49+00:00,"In amongst the media &amp; tv interviews about #COVID19 🦠 one individual has demonstrated the patience of a saint, esp given how much her walkies have been disrupted! I mean look at that face! #GorgeousGeorgie https://t.co/0klDEIqedA",1
Canberra,2020-02-29 07:43:14+00:00,coronavirus ang topic,3
Canberra,2020-02-29 07:59:27+00:00,@ShaneOliverAMP And the RBA might cut rates near term to the coronavirus - property market doesn’t need it that’s for sure,2
Canberra,2020-02-29 11:19:17+00:00,@mikelovestweets Which flu? Are we talking the pandemic of 1918?,1
Canberra,2020-02-29 12:50:01+00:00,Imp epicurve plotted by @epidemics_ISER Prof Raina MacIntyre - based on #WHO sitreps - imp to note that Sth Korea &amp; Italy both had small number of cases 2 weeks before the rise this week -&gt; likely indication of onward transmission not completely traced / isolated? #COVID19 https://t.co/2HGKxMoXcm,1
Canberra,2020-02-29 23:29:31+00:00,@IndonesiaAust @ICAUS What are you talking about? #Indonesia has no #Coronavirus cases.,1
Canberra,2020-03-01 00:25:38+00:00,#US #coronavirus #thread https://t.co/I15q9cCE14,1
Canberra,2020-03-01 02:35:10+00:00,Shout out to all the investors writing Coronavirus content. Your service to the hysteria is appreciated.,4
Canberra,2020-03-01 03:03:07+00:00,Most Americans aren’t this stupid or selfish. The bigger problem is their #CDC has been underfunded and under-resourced by their current government. #coronavirus https://t.co/UHrTOpayti,1
Canberra,2020-03-01 08:25:25+00:00,"China says it will repatriate overseas citizens if needed due to #coronavirus, while the same China criticizes US and Australia's travel ban on Chinese people.

https://t.co/HeWsk42Opq",1
Canberra,2020-03-01 12:02:50+00:00,Quick. Where is the pandemic plan. https://t.co/xH5gy70m8i,4
Canberra,2020-03-01 14:12:10+00:00,#coronavirus #iran thread https://t.co/FcxNQxKCpa,1
Canberra,2020-03-01 21:24:27+00:00,Just arrived in our Canberra office to find the team has been prepping for #pandemic #lockdown https://t.co/vf9I2iFLlw,1
Canberra,2020-03-01 21:24:27+00:00,Just arrived in our Canberra office to find the team has been prepping for #pandemic #lockdown https://t.co/vf9I2iFLlw,1
Canberra,2020-03-01 22:26:08+00:00,El coronavirus llega al Rico y los de seguridad se lo madrean.,4
Canberra,2020-03-01 23:41:46+00:00,Pence backs US school closures in fight against coronavirus - https://t.co/RT6vOPP8kO via @FT,1
Canberra,2020-03-02 00:32:20+00:00,"Monthly financial independence retire early progress report is now up! I like pretty much everyone has been impacted by the coronavirus and subsequent market downfall. I'm super excited in the long run. 

#invest #FinancialFreedom #asx #coronavirus #market #networth #FIRE https://t.co/inIAFwytHj",1
Canberra,2020-03-02 06:06:49+00:00,"The first person-to-person transmission of #coronavirus has been confirmed in Australia
https://t.co/syCozq976K",5
Canberra,2020-03-03 00:36:54+00:00,"Deliberation also has a role in pandemic vaccine priorities, argues @cdegeling https://t.co/ni8IKdRyWx",3
Canberra,2020-03-03 03:45:12+00:00,Officers of the Government of Pakistan performing their duties at the epicentre of CoronaVirus: Wuhan https://t.co/69LByCHd6u,4
Canberra,2020-03-03 06:08:07+00:00,I’m not sure this is the question exactly word for word... here’s what the Minister had to say about Govt response to Coronavirus impact on ag trade. 🦞 https://t.co/o0muQ9Ozvp,1
Canberra,2020-03-03 06:49:44+00:00,"What a terrible year 2020 has been so far - bushfires, floods, hailstorms, Coronavirus and now no @AAPNewswire to tell Australia about such disasters in the future. It’s a dark day for unbiased journalism.",1
Canberra,2020-03-03 07:11:04+00:00,"This👇 #auspol. Take a deep breath and exhale. Repeat until you’re feeling calmer. 

This virus doesn’t discriminate. Neither should we. 

#COVID19 https://t.co/5x3RAAVQOW",1
Canberra,2020-03-03 08:41:24+00:00,"Prime Minister @ScottMorrisonMP confirms a stimulus package for industries affected by the Coronavirus, will be delivered before the May budget #7NEWS #auspol",4
Canberra,2020-03-03 11:14:03+00:00,@mme_hammond @FelicityCarter Toilet paper and pasta seem to be a thing here as @LesterJez said. I am bewildered why people are panic buying toilet paper and not alcohol and tissues? Alcohol because it kills the coronavirus and tissues because your nose will run 🤷‍♀️,1
Canberra,2020-03-03 13:24:46+00:00,"A harrowing account of what it's like trying to get tested for Covid19 in Seattle, a current hotspot, from someone that's showing all the symptoms. What is the US Govt doing? https://t.co/iou0Tbyv6L",2
Canberra,2020-03-03 20:21:38+00:00,"@andy_park Is that vegetable stock? Didn't know making a risotto was something you do when infected with #CoronaVirus 

People are the worst",1
Canberra,2020-03-03 22:32:16+00:00,"Corona es una parte del pene. Por lo que quiere decir que si tienes Coronavirus eres gei.
No lo digo yo, lo dice la 100sia https://t.co/7ZDU928rDW",1
Canberra,2020-03-04 00:00:51+00:00,Bet you he didn’t go to unnamed hospital and shake hands with everyone including Coronavirus patients https://t.co/TfcDLuiHfz,1
