City,Datetime,Text,DistilBERT_Label,DistilBERT_Score,BERT_Label,BERT_Score
Canberra,2020-02-05 15:07:23+00:00,We Made the Coronavirus Epidemic https://t.co/t2sxFraF87,NEGATIVE,0.994583547,Mostly Positive,5
Canberra,2020-02-06 21:37:24+00:00,Dr li Wenliang tried WARNING about #coronavirus but he was shut down by Chinese government forces to sign shut up waiver. There's plenty of parralells when experts were WARNING LNP about the fires starting with government 2008 commissioned report of Ross Garnett on climate change https://t.co/bgj7Rd3jmG,NEGATIVE,0.992497325,Mostly Negative,1
Canberra,2020-02-07 01:17:21+00:00,@MadFckingWitch Millions of Australians could die from #coronavirus because government keeps secrets from citizens on how crisis is unfolding (as per Chinese goverment has already done),NEGATIVE,0.992213786,Mostly Negative,1
Canberra,2020-02-07 03:21:23+00:00,"BBC’s China correspondent cutting loose. I’m seeing a lot of anger on social media from my #Wuhan contacts. The death of #Coronavirus whistleblower Dr Li Wenliang seems to have been a tipping point. References to “our country’s shame.” Etc. Astonishingly, even from Party members. https://t.co/62wCy9urwT",NEGATIVE,0.998474061,Mostly Negative,1
Canberra,2020-02-07 05:27:47+00:00,"Julie Bishop takes over ANU as university contends with toxic smoke, hail and coronavirus https://t.co/jArLv4C0fa via @abcnews",NEGATIVE,0.982893884,Mostly Negative,1
Canberra,2020-02-07 06:21:52+00:00,"@StandSouth Only a temp ban at the moment, and only due to Coronavirus. But yes the biggsest demand for things like tiger meat comes from the rich and powerful",POSITIVE,0.993878663,Mostly Negative,1
Canberra,2020-02-08 09:30:22+00:00,"I’m seeing quite a few #Wuhan born and bred “netizens” on Chinese social media, including Party rank and file, who are genuinely angry with government authorities. Not sure the whole “foreign entities” line will do much to assuage their anger this time around... #coronavirus https://t.co/fLPyPGTTQf",NEGATIVE,0.99451077,Slightly Negative,2
Canberra,2020-02-09 01:11:14+00:00,"@murpharoo @InsidersABC @SenatorWong Perfect storm for FAIL in economy #coronavirus 
#bushfirerecovery and economic suicide with #LNPirrationalonclimatechange  https://t.co/qB5SLMqskb",NEGATIVE,0.998610854,Mostly Negative,1
Canberra,2020-02-09 13:12:11+00:00,"Dressed in my best Sunday casual at @Aust_Parliament Press Gallery for #TheFrontPage with WA gal pal @GemmaTognini!! Talking Jokowi’s visit to Aus, Coronavirus &amp; a bunch of other important news with @scottemerson &amp; @TheCalebBond #auspol @PerthUSAsia https://t.co/sA1XnGlcxK",POSITIVE,0.882956147,Mostly Positive,5
Canberra,2020-02-10 23:26:23+00:00,A @DeptDefence delegation is scheduled to attend the @SGAirshow which opens today despite thousands of delegates pulling out over Coronavirus fears. Defence insists the situation “is being closely monitored and appropriate mitigation action will be taken if required”,NEGATIVE,0.980167329,Neutral,3
Canberra,2020-02-11 02:05:39+00:00,Another patient on Christmas Island is being tested for Coronavirus. The person has been isolated. #auspol,NEGATIVE,0.984564304,Mostly Negative,1
Canberra,2020-02-11 03:05:32+00:00,"@GregHuntMP: We acknowledge the hardships and difficult times of Chinese-Australians in the community. 

While Brendan Murphy seconded it by saying that it is who have come from China &amp; not about racial background. 

#coronavirus #coronavirusaustralia #CoronavirusOutbreak #auspol https://t.co/g2qDPikw1A",POSITIVE,0.578460753,Slightly Negative,2
Canberra,2020-02-11 04:22:22+00:00,While hundreds of factories are closed across China due to #coronavirus one factory owner reflects on his successful employment strategy... https://t.co/lblyKc8qEg,POSITIVE,0.998710155,Mostly Negative,1
Canberra,2020-02-12 02:22:21+00:00,"Coronavirus update: 44,654 confirmed cases worldwide and 1112 deaths. Still 15 confirmed cases in Australia. #auspol @theheraldsun",NEGATIVE,0.978849828,Mostly Negative,1
Canberra,2020-02-17 14:38:54+00:00,"""Several Australians among at least 454 people diagnosed with coronavirus on cruise ship quarantined in Japan""  https://t.co/c31lrXGhAh",NEGATIVE,0.981474996,Mostly Negative,1
Canberra,2020-02-18 09:32:02+00:00,#genomicstwitter - what does the pangolins outgroup mean from public healt perspective because the diversion seems large!? 👇🏽 Have there been other sources that have been tested? #COVID19 https://t.co/ri57uGvMeF,NEGATIVE,0.996014237,Neutral,3
Canberra,2020-02-18 09:36:37+00:00,Other reasons on why #outbreaks matter - impact on global trade - between #COVID19 &amp; #africanswineflu - its been rough period for many others. https://t.co/Y58fFSJZJO,NEGATIVE,0.995379806,Slightly Negative,2
Canberra,2020-02-18 09:38:29+00:00,BREAKING: 36 Australians from the Diamond Princess cruise ship are now confirmed to have contracted the novel coronavirus. @theheraldsun,POSITIVE,0.95200175,Mostly Negative,1
Canberra,2020-02-18 09:52:10+00:00,Oh great. This is what we needed (not) just as our region tackles measles and #COVID19 on top of routine health system needs. https://t.co/Rail3SBlsh,NEGATIVE,0.760541439,Mostly Positive,5
Canberra,2020-02-18 23:15:26+00:00,#coronavirus has killed over two thousand lives in China until 19th Feb. https://t.co/6fiVUYlley,NEGATIVE,0.993877947,Mostly Negative,1
Canberra,2020-02-19 09:23:10+00:00,A local government in Hubei declares medical staff is not allowed to take media interview. #coronavirus in China. https://t.co/3eltVn2IUH,NEGATIVE,0.993180037,Mostly Negative,1
Canberra,2020-02-19 11:43:52+00:00,Using an observing system for IPC &amp; using #ArtificialIntelligence for controlling nosocomial infection of the #COVID19 outbreak and other acute infectious diseases. Great idea - human resource intensive but wonder if #AI can really help. https://t.co/IAPQvTlCl5,NEGATIVE,0.985004306,Slightly Positive,4
Canberra,2020-02-20 13:09:52+00:00,80 of 183 member states have travel restrictions on China or countries with cases. #COVID19 fears. I've been silently wondering what will happen if Aid is needed in some of these places. https://t.co/6tF046EouP,NEGATIVE,0.991185367,Mostly Negative,1
Canberra,2020-02-21 01:32:45+00:00,"The #coronavirus infected 27 people in a prison (十里丰监狱) in Zhejiang Province, China. https://t.co/iHxAxTGEMy",NEGATIVE,0.996747136,Mostly Negative,1
Canberra,2020-02-21 02:55:50+00:00,#BreakingNews A prison in Shandong Province reported 200 #coronavirus infection today. https://t.co/qimc61xm7D,NEGATIVE,0.989165366,Mostly Negative,1
Canberra,2020-02-21 07:41:10+00:00,"""South Korea becomes most infected country outside China for coronavirus as cases spike""  https://t.co/YH7cMkWvkK",NEGATIVE,0.991054595,Mostly Negative,1
Canberra,2020-02-22 00:09:08+00:00,The way that China stops and arrests a #coronavirus suspect on the road. https://t.co/IlQUHkH1FQ,NEGATIVE,0.990290105,Mostly Positive,5
Canberra,2020-02-22 03:50:05+00:00,How long before it can be #WHO pre-qualified ? Point of care tests can be critical for #COVID19 outbreak control. https://t.co/4QmvWAlP9m,NEGATIVE,0.999482095,Slightly Positive,4
Canberra,2020-02-22 03:56:31+00:00,"Our money-oriented government finally forsook people's health. Please reconsider it, given the example of Korea and Japan, don't believe the data provided by Chinese régime. @ScottMorrisonMP @PeterDutton_MP @GregHuntMP #coronavirus https://t.co/Zky4l2YUTm",NEGATIVE,0.995474994,Mostly Negative,1
Canberra,2020-02-23 04:24:36+00:00,"Coronavirus - how to avoid : so not attend nass gatherings, do not eat foreign food or drink. Canberra - hold my beer it's the @NatMultiFest #havefun #nomasksrequired vikingolly69 @ Canberra City https://t.co/U9PX1UcfQv",NEGATIVE,0.994739354,Mostly Negative,1
Canberra,2020-02-23 05:01:45+00:00,"The customers have to wait longer. The impacts ranges from car parts to furtinure, from lobster to digger, from pet shop to board game.

The coronavirus outbreak that has hobbled China's economy is interrupting supply chains all over the world https://t.co/dwbDNPhYUa #coronavirus",NEGATIVE,0.997419119,Mostly Negative,1
Canberra,2020-02-23 12:18:34+00:00,https://t.co/sjIxawVT82 South Korea raises alert to highest level as coronavirus cases jump,POSITIVE,0.952516079,Mostly Negative,1
Canberra,2020-02-23 13:25:10+00:00,"#SouthKorea said Sunday it will postpone the new school year, set to start next month, as part of efforts to tackle the #coronavirus after the number of patients surged to more than 600.
https://t.co/0DmFZl6wcr",NEGATIVE,0.996643424,Mostly Negative,1
Canberra,2020-02-23 14:46:24+00:00,A woman was stripped off because she tried to breach the #coronavirus quarantine barrier. https://t.co/yNM8EdtC1c,NEGATIVE,0.996863365,Mostly Negative,1
Canberra,2020-02-24 10:56:50+00:00,FFS Hamish this is about coronavirus not a debate on the Chinese system of government. You took us down a dead end. #qanda,NEGATIVE,0.997531235,Mostly Negative,1
Canberra,2020-02-24 11:49:39+00:00,Was the Chinese deputy head of mission invited on to talk about coronavirus? If so he has learned a valuable lesson about duplicitous media. #qanda,NEGATIVE,0.991256952,Neutral,3
Canberra,2020-02-25 01:50:53+00:00,PM: truth is no great risk at this time of human transmission of coronavirus in Australia #auspol,NEGATIVE,0.87693131,Mostly Negative,1
Canberra,2020-02-25 01:52:11+00:00,Morrison also acknowledges impact of #coronavirus on world economy/trade. “This impact is putting up walls and blockages ... between countries” #auspol,POSITIVE,0.982126534,Mostly Negative,1
Canberra,2020-02-25 01:54:36+00:00,"PM, health minister, treasurer and chief health officer speaking on the #coronavirus. PM says Australia is not immune to impacts of the virus, thanks the 40,000 Aussies who had self isolated so far. @theheraldsun https://t.co/Fgyd54gs6G",POSITIVE,0.765892684,Mostly Negative,1
Canberra,2020-02-25 01:55:36+00:00,Treasurer @JoshFrydenberg says economic impact of #coronavirus was major focus of G20 meeting this week. IMF has forecast global growth  will be .1% lower than expected as a result of the disease @dailytelegraph,NEGATIVE,0.997667968,Mostly Negative,1
Canberra,2020-02-25 01:57:05+00:00,"Health Minister @GregHuntMP says of the 15 confirmed #coronavirus cases in general Australian population, all have now been cleared. @dailytelegraph",NEGATIVE,0.942991257,Mostly Negative,1
Canberra,2020-02-25 01:59:55+00:00,"Chief Health Officer Professor Brendan Murphy says areas for concern globally are South Korea, Japan, Italy and Iran. “Those developments are of concern to us” #coronavirus",POSITIVE,0.925685465,Neutral,3
Canberra,2020-02-25 02:00:37+00:00,Prof Murphy said inside China has been a slowing of rates outside Hubei which shows some containment measures are being effective #coronavirus,NEGATIVE,0.990314305,Slightly Negative,2
Canberra,2020-02-25 02:01:02+00:00,"Chief medical officer Professor Brendan Murphy says the developments in Korea, Italy, Japan and Iran were of increasing concern for Australia. He said those outbreaks were the main focus at the moment. “If there is a global pandemic, we will be prepared.”",POSITIVE,0.80418545,Slightly Positive,4
Canberra,2020-02-25 02:01:38+00:00,PM Morrison: we have no advice from experts to suggest (travel bans on other countries) are needed at this time #coronavirus #auspol,NEGATIVE,0.999168992,Mostly Negative,1
Canberra,2020-02-25 02:04:29+00:00,"PM @ScottMorrisonMP: “more than 30,000 people have returned to Aus since the 1st of February and the self-isolation process has worked very effectively ... that gives me a lot of encouragement about the common sense of Australians and how seriously they're taking it” #coronavirus",POSITIVE,0.999019146,Mostly Positive,5
Canberra,2020-02-25 02:05:39+00:00,Treasurer Josh Frydenberg says the impact on the Australian economy of the coronavirus outbreak would be bigger than that of the Black Summer bushfires.,POSITIVE,0.931910455,Neutral,3
Canberra,2020-02-25 02:07:48+00:00,"PM on economic impact of #coronavirus: “speculation doesn't help anybody. Information and facts do ... We've got a process that we're working through to consider the economic impacts, but also to continue to look at those ways that we can seek to alleviate some of those impacts.”",NEGATIVE,0.950091183,Slightly Negative,2
Canberra,2020-02-25 02:10:09+00:00,"On impact of #coronavirus on the Tokyo Olympics, CMO Prof Brendan Murphy says “I think it's too early to predict.” #auspol",NEGATIVE,0.995929897,Slightly Negative,2
Canberra,2020-02-25 02:11:52+00:00,"Was this press conference supposed to reassure people?  Markets?
#auspol #coronavirus",NEGATIVE,0.999396682,Mostly Negative,1
Canberra,2020-02-25 03:11:08+00:00,@ScottMorrisonMP tells #qt Australia is well positioned to deal with the economic effects of coronavirus and the bushfire crisis. “We are not immune but we are well prepared.” @politicsabc #auspol,POSITIVE,0.995232403,Slightly Positive,4
Canberra,2020-02-25 03:45:51+00:00,"The Health Minister @GregHuntMP tells #qt the number of confirmed coronavirus cases has exceeded 80,000 globally, and that there have been significant spikes in places like Japan, South Korea and Northern Italy. @politicsabc #auspol",NEGATIVE,0.901274025,Mostly Negative,1
Canberra,2020-02-25 19:52:44+00:00,As #coronavirus starts to impact #businesscontinuity it will drive spike in need for #telecommuting as a quarantine riskmgt tool. Is your business ready? #DigitalStrategy https://t.co/bKvljV97i6,NEGATIVE,0.981092989,Mostly Positive,5
Canberra,2020-02-25 21:17:55+00:00,Early morning breakfast at Parliament House with MPs to discuss Coronavirus and CSIROs work in this important area that we are doing with our partners and collaborators @CSIRO @DrLarryMarshall @karenandrewsmp https://t.co/fcNnPomAdu,NEGATIVE,0.600737631,Mostly Positive,5
Canberra,2020-02-25 22:21:29+00:00,IMF says “uncertainties too great to permit reliable forecasting” re the Chinese economy under COVID19 reports @JustinWolfers at #uaconf2020,NEGATIVE,0.998583794,Slightly Negative,2
Canberra,2020-02-25 22:30:20+00:00,It breaks my heart to learn that #CoronaVirus has hit the shore of #Italy 🇮🇹. #Italia siamo con te ❤️💚 #PrayForItaly https://t.co/KVexFuciHb LH,POSITIVE,0.974258602,Mostly Negative,1
Canberra,2020-02-26 00:48:20+00:00,"Impressive keynote addresses from @JustinWolfers on the economic outlook for universities including the short and long-term impacts of coronavirus, and The Hon Michael Kirby AC CMG with his strong intellectual take on societal needs #uaconf2020 https://t.co/uc9AVxSrHI",POSITIVE,0.999222636,Mostly Positive,5
Canberra,2020-02-26 09:52:38+00:00,Breaking: 19 people have now died in Iran with 139 others infected as the Coronavirus spreads across the Middle East #7NEWS #auspol,NEGATIVE,0.920001209,Mostly Negative,1
Canberra,2020-02-26 12:25:08+00:00,SPEED is EVERYTHING #COVID19 https://t.co/irN3oc5nmC,POSITIVE,0.641253412,Mostly Positive,5
Canberra,2020-02-27 04:54:30+00:00,"“You can still go to the football” says PM @ScottMorrisonMP, indicating Aus not headed toward closure of large public events in this next phase of #coronavirus response",NEGATIVE,0.99723047,Mostly Negative,1
Canberra,2020-02-27 04:56:16+00:00,"PM Morrison says he’s aware of “Impact of supply chain breakdowns” as movement of global import and exports stalls due to #coronavirus “we are not immune to this, but we are well prepared” #auspol",POSITIVE,0.98976326,Slightly Positive,4
Canberra,2020-02-27 04:58:22+00:00,"Health Minister Greg Hunt says outbreaks in South Korea, Japan, Iran and northern Italy this week were all of concern, and now #coronavirus is spreading further, with 4 continents having “first in country” cases confirmed, which is “very significant” #auspol",POSITIVE,0.95721817,Mostly Negative,1
Canberra,2020-02-27 06:16:49+00:00,"Some perspective on Australia’s preparedness for #COVID19 
#auspol @abcnews @Usyd_ssps 

https://t.co/85V1pjXADL #Fonodio via @@fonodioradio",NEGATIVE,0.584850371,Slightly Positive,4
Canberra,2020-02-27 06:21:34+00:00,Hey @ScottMorrisonMP Instead of just telling *that* you have initiated an emergency Coronavirus response plan how about telling us what that plan involves. For us. Or is it just an evacuation plan for your faithful happy clappers?,NEGATIVE,0.989702344,Mostly Negative,1
Canberra,2020-02-27 19:44:36+00:00,"@washingtonpost Trump: ""Only I can cure this terrible disease. That's right, ME. So if you catch coronavirus, the best thing to do is attend one of my enormous rallies. I do the best rallies. Come along and share your love of Trump with your like minded friends.""",POSITIVE,0.999241829,Mostly Negative,1
Canberra,2020-02-27 21:44:40+00:00,"@HChristinaR Yep, which is why they are so worried in the US because of the hugely casualised workforce. People (customers) will work out that the more casualised a workforce is the less safe it will be to visit in a pandemic. It’s a tragic reminder of the importance of unions &amp; sick leave.",NEGATIVE,0.612918019,Mostly Negative,1
Canberra,2020-02-28 02:45:40+00:00,@realDonaldTrump @CNN @trish_regan @FoxNews Perhaps justifiably considering you fired the entire pandemic response team. Just saying... #TrumpVirus,NEGATIVE,0.998520792,Mostly Negative,1
Canberra,2020-02-28 07:26:40+00:00,@realDonaldTrump Closed borders? I managed to recently fly in and out without any problem whatsoever? Perhaps firing the entire pandemic response team was not your best ever decision... #Trump #WTF #TrumpVirus,NEGATIVE,0.998681366,Mostly Negative,1
Canberra,2020-02-28 07:56:49+00:00,"In amongst the media &amp; tv interviews about #COVID19 🦠 one individual has demonstrated the patience of a saint, esp given how much her walkies have been disrupted! I mean look at that face! #GorgeousGeorgie https://t.co/0klDEIqedA",NEGATIVE,0.974870205,Mostly Negative,1
Canberra,2020-02-29 07:43:14+00:00,coronavirus ang topic,NEGATIVE,0.945642233,Neutral,3
Canberra,2020-02-29 07:59:27+00:00,@ShaneOliverAMP And the RBA might cut rates near term to the coronavirus - property market doesn’t need it that’s for sure,NEGATIVE,0.991091132,Slightly Negative,2
Canberra,2020-02-29 11:19:17+00:00,@mikelovestweets Which flu? Are we talking the pandemic of 1918?,NEGATIVE,0.998794913,Mostly Negative,1
Canberra,2020-02-29 12:50:01+00:00,Imp epicurve plotted by @epidemics_ISER Prof Raina MacIntyre - based on #WHO sitreps - imp to note that Sth Korea &amp; Italy both had small number of cases 2 weeks before the rise this week -&gt; likely indication of onward transmission not completely traced / isolated? #COVID19 https://t.co/2HGKxMoXcm,NEGATIVE,0.996886551,Mostly Negative,1
Canberra,2020-02-29 23:29:31+00:00,@IndonesiaAust @ICAUS What are you talking about? #Indonesia has no #Coronavirus cases.,NEGATIVE,0.98592478,Mostly Negative,1
Canberra,2020-03-01 00:25:38+00:00,#US #coronavirus #thread https://t.co/I15q9cCE14,NEGATIVE,0.995862961,Mostly Negative,1
Canberra,2020-03-01 02:35:10+00:00,Shout out to all the investors writing Coronavirus content. Your service to the hysteria is appreciated.,POSITIVE,0.998016119,Slightly Positive,4
Canberra,2020-03-01 03:03:07+00:00,Most Americans aren’t this stupid or selfish. The bigger problem is their #CDC has been underfunded and under-resourced by their current government. #coronavirus https://t.co/UHrTOpayti,NEGATIVE,0.999360383,Mostly Negative,1
Canberra,2020-03-01 08:25:25+00:00,"China says it will repatriate overseas citizens if needed due to #coronavirus, while the same China criticizes US and Australia's travel ban on Chinese people.

https://t.co/HeWsk42Opq",NEGATIVE,0.994716108,Mostly Negative,1
Canberra,2020-03-01 12:02:50+00:00,Quick. Where is the pandemic plan. https://t.co/xH5gy70m8i,NEGATIVE,0.997554958,Slightly Positive,4
Canberra,2020-03-01 14:12:10+00:00,#coronavirus #iran thread https://t.co/FcxNQxKCpa,NEGATIVE,0.993362784,Mostly Negative,1
Canberra,2020-03-01 22:26:08+00:00,El coronavirus llega al Rico y los de seguridad se lo madrean.,NEGATIVE,0.867916226,Slightly Positive,4
Canberra,2020-03-01 23:41:46+00:00,Pence backs US school closures in fight against coronavirus - https://t.co/RT6vOPP8kO via @FT,NEGATIVE,0.99308759,Mostly Negative,1
Canberra,2020-03-02 00:32:20+00:00,"Monthly financial independence retire early progress report is now up! I like pretty much everyone has been impacted by the coronavirus and subsequent market downfall. I'm super excited in the long run. 

#invest #FinancialFreedom #asx #coronavirus #market #networth #FIRE https://t.co/inIAFwytHj",NEGATIVE,0.891737819,Mostly Negative,1
Canberra,2020-03-02 06:06:49+00:00,"The first person-to-person transmission of #coronavirus has been confirmed in Australia
https://t.co/syCozq976K",NEGATIVE,0.985691011,Mostly Positive,5
Canberra,2020-03-03 00:36:54+00:00,"Deliberation also has a role in pandemic vaccine priorities, argues @cdegeling https://t.co/ni8IKdRyWx",NEGATIVE,0.928530693,Neutral,3
Canberra,2020-03-03 03:45:12+00:00,Officers of the Government of Pakistan performing their duties at the epicentre of CoronaVirus: Wuhan https://t.co/69LByCHd6u,NEGATIVE,0.975498021,Slightly Positive,4
Canberra,2020-03-03 06:08:07+00:00,I’m not sure this is the question exactly word for word... here’s what the Minister had to say about Govt response to Coronavirus impact on ag trade. 🦞 https://t.co/o0muQ9Ozvp,NEGATIVE,0.997876406,Mostly Negative,1
Canberra,2020-03-03 06:49:44+00:00,"What a terrible year 2020 has been so far - bushfires, floods, hailstorms, Coronavirus and now no @AAPNewswire to tell Australia about such disasters in the future. It’s a dark day for unbiased journalism.",NEGATIVE,0.971195519,Mostly Negative,1
Canberra,2020-03-03 07:11:04+00:00,"This👇 #auspol. Take a deep breath and exhale. Repeat until you’re feeling calmer. 

This virus doesn’t discriminate. Neither should we. 

#COVID19 https://t.co/5x3RAAVQOW",NEGATIVE,0.958506823,Mostly Negative,1
Canberra,2020-03-03 08:41:24+00:00,"Prime Minister @ScottMorrisonMP confirms a stimulus package for industries affected by the Coronavirus, will be delivered before the May budget #7NEWS #auspol",NEGATIVE,0.74834758,Slightly Positive,4
Canberra,2020-03-03 11:14:03+00:00,@mme_hammond @FelicityCarter Toilet paper and pasta seem to be a thing here as @LesterJez said. I am bewildered why people are panic buying toilet paper and not alcohol and tissues? Alcohol because it kills the coronavirus and tissues because your nose will run 🤷‍♀️,NEGATIVE,0.997442603,Mostly Negative,1
Canberra,2020-03-03 13:24:46+00:00,"A harrowing account of what it's like trying to get tested for Covid19 in Seattle, a current hotspot, from someone that's showing all the symptoms. What is the US Govt doing? https://t.co/iou0Tbyv6L",POSITIVE,0.910498559,Slightly Negative,2
Canberra,2020-03-03 20:21:38+00:00,"@andy_park Is that vegetable stock? Didn't know making a risotto was something you do when infected with #CoronaVirus 

People are the worst",NEGATIVE,0.999683142,Mostly Negative,1
Canberra,2020-03-03 22:32:16+00:00,"Corona es una parte del pene. Por lo que quiere decir que si tienes Coronavirus eres gei.
No lo digo yo, lo dice la 100sia https://t.co/7ZDU928rDW",NEGATIVE,0.988688767,Mostly Negative,1
Canberra,2020-03-04 00:00:51+00:00,Bet you he didn’t go to unnamed hospital and shake hands with everyone including Coronavirus patients https://t.co/TfcDLuiHfz,NEGATIVE,0.981706679,Mostly Negative,1
Canberra,2020-03-04 00:16:18+00:00,Deputy PM McCormack says Govt is “under the pump” re: economy due to bushfires and #coronavirus but they’re making sure they work with the states to get projects funded and going faster #auspol,NEGATIVE,0.577955604,Neutral,3
Canberra,2020-03-04 00:18:14+00:00,Minister @AlanTudgeMP wants states and territories to let Govt know infrastructure projects they can get going in the next 3 to 6 months to stimulate economy to combat impacts of #coronavirus and bushfires #auspol,NEGATIVE,0.793735743,Slightly Positive,4
Canberra,2020-03-04 02:30:29+00:00,Coronavirus is not the villain: Australia’s economy was already on a precipice | Richard Denniss https://t.co/FdeagQ2B6h,NEGATIVE,0.996579707,Mostly Negative,1
Canberra,2020-03-04 03:32:35+00:00,"Today my office had a delicious lunch from one of Canberra’s great dumpling houses. Canberra’s Asian restaurants are struggling - please support them if you can! As reported by ACT Health Minister, @RachelSS_MLA, there are currently no cases of Coronavirus in the ACT. https://t.co/MZj2ECGu1H",POSITIVE,0.9920609,Mostly Negative,1
Canberra,2020-03-04 05:45:28+00:00,"I'll start being really worried when people start panic buying the cherry ripes and Turkish delights from the chocolate aisle.

That's when you know there is a real crisis. #coronavirus #toiletpapergate",NEGATIVE,0.995869935,Mostly Negative,1
Canberra,2020-03-04 05:54:45+00:00,I look forward to a spate of deaths of people whose houses burn down when their stash of 4 years supply of #toiletpaper spontaneously combusts.  At least the #coronavirus didn't get them.,NEGATIVE,0.999529123,Mostly Negative,1
Canberra,2020-03-04 06:16:20+00:00,Ok Australia can we all calm the fuck down #coronavirus #toiletpapergate https://t.co/Gp51AkEIla,NEGATIVE,0.95015794,Neutral,3
Canberra,2020-03-04 06:19:40+00:00,"""Coronavirus: Iran temporarily releases 54,000 inmates to avoid spread in its prisons"" #Coronavirus https://t.co/pXYDUQJTwQ",NEGATIVE,0.992880166,Mostly Negative,1
Canberra,2020-03-04 07:08:18+00:00,Coming up on @SkyNewsAust @MBA_Aust CEO @DenitaWawn talks to #Credlin and @EwinHannan about CFMMEU bullying and the risk Coronavirus poses to the nation’s $220 billion building &amp; construction industry #auspol https://t.co/PPUAj3PGEB,NEGATIVE,0.680346072,Mostly Negative,1
Canberra,2020-03-04 07:59:03+00:00,I have a little question for all those Australians who have been stocking up on toilet paper. Why??? #WTF #coronavirus #toiletpapergate,NEGATIVE,0.998884618,Neutral,3
Canberra,2020-03-04 08:27:21+00:00,"The #coronavirus death toll is 2000 or so in China, the figure is definitely understated. But most of the public and the media just ignored the death and severe impact on other patients who cannot access medical care during the epidemic. The number can be 100 times higher.",NEGATIVE,0.984414816,Slightly Negative,2
Canberra,2020-03-04 08:40:54+00:00,"This #Coronavirus explainer from Norman Swan on @abc730 is just about the best thing I’ve seen from the media. 
Straightforward advice and facts. #auspol",NEGATIVE,0.843849719,Mostly Positive,5
Canberra,2020-03-04 08:54:52+00:00,"With the drought, bushfires &amp; coronavirus, we face some major economic challenges. But with annual GDP growth at 2.2%, today’s national accounts show the resilience of the Australian economy under the leadership of @ScottMorrisonMP @JoshFrydenberg &amp; @MathiasCormann @PatsKarvelas https://t.co/AE3N2wG1Lj",POSITIVE,0.996537685,Slightly Positive,4
Canberra,2020-03-04 09:21:28+00:00,"Taking time out to give back to the Asian community by being a hungry, white ally. Not all heroes wear capes! #coronavirus #automaticstabilizers #chinatown https://t.co/Ko9Y2JxAyW",NEGATIVE,0.92542702,Slightly Positive,4
Canberra,2020-03-04 09:29:12+00:00,"China, the country puts the world on the edge of pandemic, claimed that the world owed China a ""thank you"". It reminds me the police asked me to express gratitude in the confession letter, because they only incarcerated me for a few hundred days rather than decades. https://t.co/sg3PE1uhMB",POSITIVE,0.977256417,Mostly Negative,1
Canberra,2020-03-04 10:13:25+00:00,Toilet paper war begins in Sydney Suburb under the shadow of #coronavirus crisis. https://t.co/PHKMhpovT1,NEGATIVE,0.997521818,Slightly Positive,4
Canberra,2020-03-04 20:18:50+00:00,"Straightforward advice and facts  on #Coronavirus in this explainer from Norman Swan on @abc730 #auspol
👇🏻👇🏻👇🏻 https://t.co/IindwFuNSN",NEGATIVE,0.979094923,Slightly Positive,4
Canberra,2020-03-04 21:50:19+00:00,"Shaken, but not stirred... #Bond25 is delayed till November due to #Coronavirus. https://t.co/QttrjAkx6l",NEGATIVE,0.997118115,Slightly Negative,2
Canberra,2020-03-05 02:13:40+00:00,PM @ScottMorrisonMP says there will be an “intensive” workshop with aged care providers to discuss #coronavirus issues with similar discussion is happening with indigenous communities. Both identified as high risk should the outbreak escalate #auspol https://t.co/iJtDbeZ9w8,NEGATIVE,0.99071306,Mostly Negative,1
Canberra,2020-03-05 02:39:42+00:00,"South Korea added to Australia's #coronavirus travel ban list, restrictions for travellers from Italy
https://t.co/4zMosTGJtk",NEGATIVE,0.984413385,Mostly Negative,1
Canberra,2020-03-05 05:25:25+00:00,https://t.co/qbF2rvRwYL I recommend this to all the hoarders. You need it to really clean that #coronavirus away.,NEGATIVE,0.648362637,Mostly Positive,5
Canberra,2020-03-05 07:39:31+00:00,"@PetraFoxBNE No pasta at the Aldi near our incall in Canberra EXCEPT the pretty, bougie macaroni. So we got fancy pasta now 👌 #coronavirus",NEGATIVE,0.992484391,Slightly Positive,4
Canberra,2020-03-05 08:12:12+00:00,"My favs in regional Australia, I’m coming at you on WIN via @SkyNewsAust to chat the week in politics, coronavirus, economy and more very shortly 💁‍♀️📺 #auspol https://t.co/T7mSx3Vufb",POSITIVE,0.837815285,Mostly Positive,5
Canberra,2020-03-05 11:46:19+00:00,"Multiple airlines and trains are cancelled in China, it suggest the #coronavirus epidemic might escalate again. https://t.co/hwstoYbG9g",NEGATIVE,0.998539209,Mostly Negative,1
Canberra,2020-03-05 12:40:20+00:00,"Coronavirus: Cases rise in Europe as global death toll exceeds 3,200 #Coronavirus https://t.co/LyYNRnSV4U",NEGATIVE,0.901066065,Mostly Negative,1
Canberra,2020-03-05 14:09:38+00:00,"California declares emergency over coronavirus as death toll rises in U.S.

https://t.co/YmagiP4mmL",NEGATIVE,0.97790432,Mostly Negative,1
Canberra,2020-03-05 18:51:06+00:00,This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/L0PF6YiYLZ,NEGATIVE,0.993544817,Mostly Negative,1
